label,message
ham,Carlos says we can pick up from him later so yeah we're set
spam,"Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9996. Offer ends 14thMarch. T&C's apply. Opt-out availa"
ham,I think chennai well settled?
ham,After completed degree. There is no use in joining finance.
spam,FREE UNLIMITED HARDCORE PORN direct 2 your mobile Txt PORN to 69200 & get FREE access for 24 hrs then chrgd@50p per day txt Stop 2exit. This msg is free
ham,They will pick up and drop in car.so no problem..
ham,No probs hon! How u doinat the mo?
ham,"Sorry, left phone upstairs. OK, might be hectic but would be all my birds with one fell swoop. It's a date."
ham,"Awesome question with a cute answer: Someone asked a boy \how is ur life?\"" . . He smiled & answered: . . \""She is fine!\"" Gudnite"""
ham,Otherwise had part time job na-tuition..
ham,Awww dat is sweet! We can think of something to do he he! Have a nice time tonight ill probably txt u later cos im lonely :( xxx.
spam,Check Out Choose Your Babe Videos @ sms.shsex.netUN fgkslpoPW fgkslpo
spam,Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline 09111030116. PoBox12n146tf15
ham,"Yo, you gonna still be in stock tomorrow/today? I'm trying to get a dubsack"
ham,Short But Cute : \ Be a good person
ham,MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
ham,Roger that. We‰Û÷re probably going to rem in about 20
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed å£1000 cash or å£5000 prize!
ham,Ah poop. Looks like ill prob have to send in my laptop to get fixed cuz it has a gpu problem
ham,Ha... Both of us doing e same thing. But i got tv 2 watch. U can thk of where 2 go tonight or u already haf smth in mind...
ham,"That's very rude, you on campus?"
ham,"Goodmorning, Today i am late for min."
spam,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 08000930705
spam,Ever thought about living a good life with a perfect partner? Just txt back NAME and AGE to join the mobile community. (100p/SMS)
ham,Cheers for the message Zogtorius. IåÕve been staring at my phone for an age deciding whether to text or not.
spam,"URGENT, IMPORTANT INFORMATION FOR O2 USER. TODAY IS YOUR LUCKY DAY! 2 FIND OUT WHY LOG ONTO HTTP://WWW.URAWINNER.COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU"
ham,I'm working technical support :)voice process.networking field.
ham,Lol enjoy role playing much?
ham,Hey morning what you come to ask:-) pa...
ham,Thank you princess! I want to see your nice juicy booty...
ham,Hello madam how are you ?
ham,How's it feel? Mr. Your not my real Valentine just my yo Valentine even tho u hardly play!!
ham,"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money."
ham,Hiya. How was last night? I've been naughty and bought myself clothes and very little ... Ready for more shopping tho! What kind of time do you wanna meet?
ham,Is toshiba portege m100 gd?
spam,FreeMsg: Hey - I'm Buffy. 25 and love to satisfy men. Home alone feeling randy. Reply 2 C my PIX! QlynnBV Help08700621170150p a msg Send stop to stop txts
ham,What's happening with you. Have you gotten a job and have you begun registration for permanent residency
spam,TheMob>Yo yo yo-Here comes a new selection of hot downloads for our members to get for FREE! Just click & open the next link sent to ur fone...
ham,Sday only joined.so training we started today:)
ham,"It's cool, we can last a little while. Getting more any time soon?"
ham,U dun say so early hor... U c already then say...
ham,Wanna do some art?! :D
spam,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597
ham,"And that's fine, I got enough bud to last most of the night at least"
spam,"This is the 2nd time we have tried to contact u. U have won the å£400 prize. 2 claim is easy, just call 087104711148 NOW! Only 10p per minute. BT-national-rate"
ham,How long does it take to get it.
ham,If u sending her home first it's ok lor. I'm not ready yet.
ham,Are you wet right now?
ham,"Hi hope u r both ok, he said he would text and he hasn't, have u seen him, let me down gently please"
ham,Congratulations ore mo owo re wa. Enjoy it and i wish you many happy moments to and fro wherever you go
ham,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOODMORNING"""
ham,I'm home...
ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.
ham,Give me a sec to think think about it
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. å£1.50 SP:Tyrone
spam,Reply to win å£100 weekly! Where will the 2006 FIFA World Cup be held? Send STOP to 87239 to end service
ham,"Well imma definitely need to restock before thanksgiving, I'll let you know when I'm out"
ham,Just now saw your message.it k da:)
spam,Free tones Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk
ham,K...k:)why cant you come here and search job:)
ham,Yes :)it completely in out of form:)clark also utter waste.
ham,Me too! Have a lovely night xxx
ham,"Its ok., i just askd did u knw tht no?"
ham,K.k:)when are you going?
ham,Oh oh... Wasted... Den muz chiong on sat n sun liao...
ham,ÌÏ v ma fan...
ham,Okie
ham,"I'd say that's a good sign but, well, you know my track record at reading women"
ham,Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night
spam,Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546
ham,"As usual..iam fine, happy & doing well..:)"
ham,Ranjith cal drpd Deeraj and deepak 5min hold
ham,"Cool, I'll text you when I'm on the way"
ham,"Enjoy the showers of possessiveness poured on u by ur loved ones, bcoz in this world of lies, it is a golden gift to be loved truly.."
spam,"Romantic Paris. 2 nights, 2 flights from å£79 Book now 4 next year. Call 08704439680Ts&Cs apply."
ham,"Kate jackson rec center before 7ish, right?"
ham,If u dun drive then how i go 2 sch.
ham,I called and said all to him:)then he have to choose this future.
ham,"Sure, if I get an acknowledgement from you that it's astoundingly tactless and generally faggy to demand a blood oath fo"
ham,How would my ip address test that considering my computer isn't a minecraft server
ham,U don't know how stubborn I am. I didn't even want to go to the hospital. I kept telling Mark I'm not a weak sucker. Hospitals are for weak suckers.
ham,"Yeah, I'll leave in a couple minutes & let you know when I get to mu"
ham,Nah dub but je still buff
ham,"Merry Christmas to you too babe, i love ya *kisses*"
ham,Should I tell my friend not to come round til like ish?
ham,"Get the door, I'm here"
ham,"Alright omw, gotta change my order to a half8th"
ham,Haha... Really oh no... How? Then will they deduct your lesson tmr?
spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY å£1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18"
ham,Yes. Nigh you cant aha.
spam,Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info
ham,Wat time do u wan 2 meet me later?
ham,K:)k..its good:)when are you going?
ham,Nope watching tv at home... Not going out. V bored...
ham,Me fine..absolutly fine
ham,Yeah get the unlimited
ham,"That means you got an A in epi, she.s fine. She.s here now."
ham,I see the letter B on my car
ham,"Happy or sad , one thing about past is- \Its no more\"" GOOD MORNING :-):-)."""
ham,I dont want to hear philosophy. Just say what happen
ham,"Life is more strict than teacher... Bcoz Teacher teaches lesson & then conducts exam, But Life first conducts Exam & then teaches Lessons. Happy morning. . ."
spam,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires
ham,Cos darren say Ì_ considering mah so i ask Ì_...
ham,Just re read it and I have no shame but tell me how he takes it and if he runs I will blame u 4 ever!! Not really 4 ever just a long time
ham,Dear how you. Are you ok?
ham,I will send them to your email. Do you mind times per night?
ham,ÌÏ log off 4 wat. It's sdryb8i
ham,Yes we are chatting too.
spam,Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1
spam,"tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Free Games - with great prizesWith.."
ham,Gd luck 4 ur exams :-)
spam,"5 Free Top Polyphonic Tones call 087018728737, National Rate. Get a toppoly tune sent every week, just text SUBPOLY to 81618, å£3 per pole. UnSub 08718727870."
ham,Have a nice day my dear.
ham,Are you not around or just still asleep? :V
ham,What Today-sunday..sunday is holiday..so no work..
ham,"K, if u bored up just come to my home.."
ham,Remember on that day..
spam,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt
ham,Appt is at am. Not my fault u don't listen. I told u twice
ham,"Science tells that chocolate will melt under the sunlight. Please don't walk under the sunlight. BCoz,I don't want to loss a sweet friend."
spam,"Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or å£250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022"
ham,"Ever green quote ever told by Jerry in cartoon \A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt"""
ham,Please ask mummy to call father
ham,Where at were hungry too
ham,All e best 4 ur exam later.
ham,"Yeah, probably here for a while"
ham,"Mmmmm ... I loved waking to your words this morning ! I miss you too, my Love. I hope your day goes well and you are happy. I wait for us to be together again"
ham,"Hello lover! How goes that new job? Are you there now? Are you happy? Do you think of me? I wake, my slave and send you a teasing kiss from across the sea"
ham,"I don't think I can get away for a trek that long with family in town, sorry"
ham,"Hi. Hope ur day * good! Back from walk, table booked for half eight. Let me know when ur coming over."
ham,Omg you can make a wedding chapel in frontierville? Why do they get all the good stuff?
ham,"I'll get there at 3, unless you guys want me to come some time sooner"
ham,Or i go home first lar Ì_ wait 4 me lor.. I put down my stuff first..
ham,Dear got bus directly to calicut
ham,Err... Cud do. I'm going to at 8pm. I haven't got a way to contact him until then.
ham,"Sorry about earlier. Putting out fires.Are you around to talk after 9? Or do you actually have a life, lol!"
ham,Yesterday its with me only . Now am going home.
ham,In which place i can get rooms cheap:-)
spam,Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow
ham,Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. Sorry.
ham,In that case I guess I'll see you at campus lodge
ham,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite & sweet dreams
ham,Yar lor actually we quite fast... Cos da ge slow wat... Haha...
ham,ÌÏ still got lessons? ÌÏ in sch?
ham,ÌÏ no home work to do meh...
ham,So what did the bank say about the money?
ham,Hey no I ad a crap nite was borin without ya 2 boggy with me u boring biatch! Thanx but u wait til nxt time il ave ya
ham,Pls i wont belive god.not only jesus.
ham,Dont think you need yellow card for uk travel. Ask someone that has gone before. If you do its just bucks
ham,Ok im not sure what time i finish tomorrow but i wanna spend the evening with you cos that would be vewy vewy lubly! Love me xxx
ham,Thank you. I like you as well...
spam,"Today's Offer! Claim ur å£150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. å£3.00 Sub. 16 . Unsub reply X"
ham,"Probably gonna be here for a while, see you later tonight <)"
ham,You are a big chic. Common. Declare
ham,I dont understand your message.
ham,Bognor it is! Should be splendid at this time of year.
ham,Hey pple...$700 or $900 for 5 nights...Excellent location wif breakfast hamper!!!
spam,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674&
ham,Aight do you still want to get money
ham,Still i have not checked it da. . .
spam,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870
ham,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow
ham,"Oh... Icic... K lor, den meet other day..."
ham,Aiyar sorry lor forgot 2 tell u...
ham,"* Was a nice day and, impressively, i was sensible, went home early and now feel fine. Or am i just boring?! When's yours, i can't remember."
ham,Now thats going to ruin your thesis!
ham,7 lor... Change 2 suntec... Wat time u coming?
ham,Thank you princess! You are so sexy...
ham,"Dont give a monkeys wot they think and i certainly don't mind. Any friend of mine&all that! Just don't sleep wiv , that wud be annoyin!"
ham,"I think your mentor is , but not 100 percent sure."
ham,Hi its in durban are you still on this number
ham,"I haven't forgotten you, i might have a couple bucks to send you tomorrow, k? I love ya too"
ham,I'm aight. Wat's happening on your side.
ham,I will be gentle princess! We will make sweet gentle love...
ham,Well its not like you actually called someone a punto. That woulda been worse.
ham,"Oh fine, I'll be by tonight"
ham,K k :-):-) then watch some films.
spam,Want the latest Video handset? 750 anytime any network mins? Half price line rental? Reply or call 08000930705 for delivery tomorrow
ham,on hen night. Going with a swing
ham,I could ask carlos if we could get more if anybody else can chip in
ham,What you did in leave.
ham,Yeah I'll try to scrounge something up
ham,Haven't heard anything and he's not answering my texts so I'm guessing he flaked. That said the jb is fantastic
ham,K...k...yesterday i was in cbe .
ham,Its k here oh. Should i send home for sale.
ham,Hello hun how ru? Its here by the way. Im good. Been on 2 dates with that guy i met in walkabout so far. We have to meet up soon. Hows everyone else?
ham,Just sleeping..and surfing
ham,"Hey...Great deal...Farm tour 9am to 5pm $95/pax, $50 deposit by 16 May"
ham,"Aight yo, dats straight dogg"
spam,FREEMSG: Our records indicate you may be entitled to 3750 pounds for the Accident you had. To claim for free reply with YES to this msg. To opt out text STOP
ham,They r giving a second chance to rahul dengra.
ham,"Oh, my love, it's soooo good to hear from you. Omg I missed you so much today. I'm sorry your having problems with the provider but thank you for tming me"
ham,Yes. Last practice
ham,I have a rather prominent bite mark on my right cheek
ham,Your dad is back in ph?
spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+
spam,You have WON a guaranteed å£1000 cash or a å£2000 prize. To claim yr prize call our customer service representative on 08714712394 between 10am-7pm
spam,SplashMobile: Choose from 1000s of gr8 tones each wk! This is a subscrition service with weekly tones costing 300p. U have one credit - kick back and ENJOY
ham,I wonder if you'll get this text?
ham,I just cooked a rather nice salmon a la you
ham,Thanks. It was only from tescos but quite nice. All gone now. Speak soon
ham,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas
ham,am I think? Should say on syllabus
spam,Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Chat NOW 09099726481 Luv DENA Calls å£1/minMobsmoreLKPOBOX177HP51FL
ham,"Yeah I am, so I'll leave maybe 7ish?"
ham,Oops. 4 got that bit.
ham,G.W.R
ham,Ok...
ham,You busy or can I come by at some point and figure out what we're doing tomorrow
ham,I AM AT THE GAS STATION. GO THERE.
ham,I don know account details..i will ask my mom and send you.my mom is out of reach now.
ham,Ball is moving a lot.will spin in last :)so very difficult to bat:)
ham,"Nah man, my car is meant to be crammed full of people"
spam,Phony å£350 award - Todays Voda numbers ending XXXX are selected to receive a å£350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app
spam,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?"
ham,"\Thinking of u ;) x\"""""
ham,"Abeg, make profit. But its a start. Are you using it to get sponsors for the next event?"
ham,Is it your yahoo boys that bring in the perf? Or legal.
ham,"Good good, billy mates all gone. Just been jogging, again! Did enjoy concert?"
ham,Yes :)it completely in out of form:)clark also utter waste.
spam,Want a new Video Phone? 750 anytime any network mins? Half price line rental free text for 3 months? Reply or call 08000930705 for free delivery
ham,Can not use foreign stamps in this country. Good lecture .
ham,Good night my dear.. Sleepwell&Take care
ham,My trip was ok but quite tiring lor. Uni starts today but it's ok 4 me cos i'm not taking any modules but jus concentrating on my final yr project.
ham,"awesome, how do I deal with the gate? Charles told me last night but, uh, yeah"
ham,Hi msg me:)i'm in office..
ham,Aiyah ok wat as long as got improve can already wat...
ham,TELL HER I SAID EAT SHIT.
ham,U r too much close to my heart. If u go away i will be shattered. Plz stay with me.
ham,So how are you really. What are you up to. How's the masters. And so on.
ham,I love u 2 babe! R u sure everything is alrite. Is he being an idiot? Txt bak girlie
ham,Ok i wont call or disturb any one. I know all are avoiding me. I am a burden for all
ham,Yes I posted a couple of pics on fb. There's still snow outside too. I'm just waking up :)
spam,"449050000301 You have won a å£2,000 price! To claim, call 09050000301."
ham,"I think we're going to finn's now, come"
spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p
ham,I'm in chennai velachery:)
ham,Left dessert. U wan me 2 go suntec look 4 u?
ham,"Hiya, probably coming home * weekend after next"
ham,Yup... How Ì_ noe leh...
ham,Do u still have plumbers tape and a wrench we could borrow?
ham,Text her. If she doesnt reply let me know so i can have her log in
ham,"Sez, hows u & de arab boy? Hope u r all good give my love 2 evry1 love ya eshxxxxxxxxxxx"
ham,How many times i told in the stage all use to laugh. You not listen aha.
spam,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU
ham,I went to ur hon lab but no one is there.
ham,Watching tv lor. Nice one then i like lor.
ham,"Sorry, I'll call later"
spam,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic"
ham,i felt so...not any conveying reason.. Ese he... What about me?
ham,I.ll hand her my phone to chat wit u
ham,* Was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train
spam,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.
ham,Am okay. Will soon be over. All the best
spam,Please call Amanda with regard to renewing or upgrading your current T-Mobile handset free of charge. Offer ends today. Tel 0845 021 3680 subject to T's and C's
ham,Am watching house ‰ÛÒ very entertaining ‰ÛÒ am getting the whole hugh laurie thing ‰ÛÒ even with the stick ‰ÛÒ indeed especially with the stick.
ham,Dont worry. I guess he's busy.
ham,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead & wish U Merry Xmas...
ham,Is ur lecture over?
ham,I cant pick the phone right now. Pls send a message
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906
ham,How much she payed. Suganya.
ham,"Yo, any way we could pick something up tonight?"
ham,I don't think he has spatula hands!
ham,"Sorry, I'll call later"
ham,Its normally hot mail. Com you see!
spam,Congratulations ur awarded either å£500 of CD gift vouchers & Free entry 2 our å£100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com 1 win150ppmx3age16
ham,Its like that hotel dusk game i think. You solve puzzles in a area thing
ham,"Don't worry, * is easy once have ingredients!"
spam,Money i have won wining number 946 wot do i do next
ham,Hey you told your name to gautham ah?
ham,Tell me whos this pls:-)
ham,"Funny fact Nobody teaches volcanoes 2 erupt, tsunamis 2 arise, hurricanes 2 sway aroundn no 1 teaches hw 2 choose a wife Natural disasters just happens"
ham,LOL that would be awesome payback.
ham,Yes.. now only saw your message..
spam,"Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q="
ham,"I'm tired of arguing with you about this week after week. Do what you want and from now on, i'll do the same."
ham,U should make a fb list
ham,No calls..messages..missed calls
ham,"Tick, tick, tick ... Babe"
ham,"Yes but i dont care! I need you bad, princess!"
ham,"Single line with a big meaning::::: \Miss anything 4 ur \""Best Life\"" but"
ham,You said not now. No problem. When you can. Let me know.
ham,No way I'm going back there!
ham,"Em, its olowoyey@ usc.edu have a great time in argentina. Not sad about secretary, everything is a blessing"
ham,"He said that he had a right giggle when he saw u again! You would possibly be the first person2die from NVQ, but think how much you could for!"
spam,U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16
ham,Y dun cut too short leh. U dun like ah? She failed. She's quite sad.
ham,Oh yeah! And my diet just flew out the window
ham,U still havent got urself a jacket ah?
ham,Squeeeeeze!! This is christmas hug.. If u lik my frndshp den hug me back.. If u get 3 u r cute:) 6 u r luvd:* 9 u r so lucky;) None? People hate u:
ham,i can call in min if thats ok
ham,Change again... It's e one next to escalator...
ham,"Thanks da thangam, i feel very very happy dear. I also miss you da."
ham,"Hello! Just got here, st andrews-boy its a long way! Its cold. I will keep you posted"
ham,Went fast asleep dear.take care.
ham,He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week
spam,The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270
spam,"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply"
ham,ARE YOU IN TOWN? THIS IS V. IMPORTANT
ham,:( but your not here....
spam,Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p
ham,Aah bless! How's your arm?
ham,HI DARLIN HOW WAS WORK DID U GET INTO TROUBLE? IJUST TALKED TO YOUR MUM ALL MORNING! I HAD A REALLY GOOD TIME LAST NIGHT IM GOIN OUT SOON BUT CALL ME IF U CAN
ham,In which place do you want da.
spam,Show ur colours! Euro 2004 2-4-1 Offer! Get an England Flag & 3Lions tone on ur phone! Click on the following service message for info!
ham,Send me the new number
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs only
spam,08714712388 between 10am-7pm Cost 10p
ham,Yo im right by yo work
ham,"Oops, I'll let you know when my roommate's done"
ham,I'm not driving... Raining! Then i'll get caught at e mrt station lor.
ham,Where are you lover ? I need you ...
ham,Thanks for sending this mental ability question..
ham,"Haha just kidding, papa needs drugs"
spam,LORD OF THE RINGS:RETURN OF THE KING in store NOW!REPLY LOTR by 2 June 4 Chance 2 WIN LOTR soundtrack CDs StdTxtRate. Reply STOP to end txts
ham,Oh...i asked for fun. Haha...take care. Ì_
ham,Dnt worry...use ice pieces in a cloth pack.also take 2 tablets.
ham,Can you please send me my aunty's number
ham,No other Valentines huh? The proof is on your fb page. Ugh I'm so glad I really DIDN'T watch your rupaul show you TOOL!
ham,I (Career Tel) have added u as a contact on INDYAROCKS.COM to send FREE SMS. To remove from phonebook - sms NO to
ham,"Sorry, I'll call later in meeting."
ham,Do u noe wat time e place dat sells 4d closes?
ham,Thank u!
ham,Thanks a lot for your wishes on my birthday. Thanks you for making my birthday truly memorable.
ham,"I jus hope its true that missin me cos i'm really missin him! You haven't done anything to feel guilty about, yet."
ham,Good Morning my Dear Shijutta........... Have a great & successful day.
ham,How much would it cost to hire a hitman
ham,meet you in corporation st outside gap ‰Û_ you can see how my mind is working!
ham,"Hmm well, night night"
ham,I want to go to perumbavoor
ham,"Camera quite good, 10.1mega pixels, 3optical and 5digital dooms. Have a lovely holiday, be safe and i hope you hav a good journey! Happy new year to you both! See you in a couple of weeks!"
ham,alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap
ham,"There'll be a minor shindig at my place later tonight, you interested?"
ham,"That way transport is less problematic than on sat night. By the way, if u want to ask n to join my bday, feel free. But need to know definite nos as booking on fri."
ham,Not to worry. I'm sure you'll get it.
ham,Are you this much buzy
ham,"Yeah, where's your class at?"
ham,Yupz... I've oredi booked slots 4 my weekends liao...
ham,When you are big..| God will bring success.
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
ham,Ay wana meet on sat?Ì_ wkg on sat?
ham,Its sunny in california. The weather's just cool
ham,Hmmm.but you should give it on one day..
spam,from www.Applausestore.com MonthlySubscription@50p/msg max6/month T&CsC web age16 2stop txt stop
ham,U ned to convince him tht its not possible witot hurting his feeling its the main
ham,I dunno until when... Lets go learn pilates...
ham,645
ham,says the year old with a man and money. I'm down to my last . Still waiting for that check.
ham,Oh baby of the house. How come you dont have any new pictures on facebook
spam,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.
ham,Easy ah?sen got selected means its good..
ham,Wake me up at am morning:)
ham,"Jay told me already, will do"
ham,My birthday is on feb da. .
ham,Dunno dat's wat he told me. Ok lor...
ham,Well. Im computerless. Time to make some oreo truffles
ham,I'm now but have to wait till 2 for the bus to pick me.
ham,"Dear friends, sorry for the late information. Today is the birthday of our loving Ar.Praveesh. for more details log on to face book and see. Its his number + . Dont miss a delicious treat."
ham,What is important is that you prevent dehydration by giving her enough fluids
ham,Shant disturb u anymore... Jia you...
ham,There are no other charges after transfer charges and you can withdraw anyhow you like
ham,Yup but not studying surfing lor. I'm in e lazy mode today.
ham,How? Izzit still raining?
spam,2p per min to call Germany 08448350055 from your BT line. Just 2p per min. Check PlanetTalkInstant.com for info & T's & C's. Text stop to opt out
ham,U guys never invite me anywhere :(
spam,How come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night?
ham,Easy ah?sen got selected means its good..
ham,"Haha yeah I see that now, be there in a sec"
ham,Hey gorgeous man. My work mobile number is. Have a good one babe. Squishy Mwahs.
ham,Love has one law; Make happy the person you love. In the same way friendship has one law; Never make ur friend feel alone until you are alive.... Gud night
spam,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901
ham,Don‰Û÷t give a flying monkeys wot they think and I certainly don‰Û÷t mind. Any friend of mine and all that!
ham,Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight?
ham,Missing you too.pray inshah allah
ham,Can you pls send me that company name. In saibaba colany
ham,"I got like $ , I can get some more later though. Get whatever you feel like"
ham,Ok...
ham,Tiwary to rcb.battle between bang and kochi.
ham,when you and derek done with class?
ham,Yup ok...
ham,"Sorry, I'll call later"
ham,"Dear Sir,Salam Alaikkum.Pride and Pleasure meeting you today at the Tea Shop.We are pleased to send you our contact number at Qatar.Rakhesh an Indian.Pls save our Number.Respectful Regards."
ham,"Yeah, in fact he just asked if we needed anything like an hour ago. When and how much?"
ham,Probably gonna swing by in a wee bit
ham,have got * few things to do. may be in * pub later.
ham,"life alle mone,eppolum oru pole allalo"
ham,Great. Never been better. Each day gives even more reasons to thank God
ham,Dunno lei... I might b eatin wif my frens... If Ì_ wan to eat then i wait 4 Ì_ lar
ham,Okie but i scared u say i fat... Then u dun wan me already...
ham,Then. You are eldest know.
ham,Ok...
spam,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062"
ham,K.then any other special?
ham,Cab is available.they pick up and drop at door steps.
ham,"Sir, waiting for your letter."
ham,No one interested. May be some business plan.
ham,We are okay. Going to sleep now. Later
ham,"Me, i dont know again oh"
ham,Went to ganesh dress shop
ham,Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free
ham,I cant pick the phone right now. Pls send a message
ham,Ok.
ham,"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine \KUDI\""yarasu dhina vaazhthukkal. .."""
ham,"Good afternoon on this glorious anniversary day, my sweet J !! I hope this finds you happy and content, my Prey. I think of you and send a teasing kiss from across the sea coaxing images of fond souveniers ... You Cougar-Pen"
ham,Ok... I din get ur msg...
spam,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. å£1.50 increments. Help08718728876"
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
